,드라마 이름,방송사,부작,요일시간,배우_방송,배우_영화,연출_드라마,연출_영화,작가_드라마,작가_영화,강수량,기온,스포츠 대회,장르,평균시청률,start
170,그대 없인 못살아,MBC,110,22B,51.8,17.8,15.0,0.0,5.0,0.0,6.52947976878612,20.445086705202314,1,가족,11.09,2012-05-28
171,세상 어디에도 없는 착한남자,KBS2,20,9C,16.6,8.6,18.0,0.0,15.0,0.0,3.893846153846153,14.436923076923078,0,"로맨스,서스펜스",15.45,2012-09-12
172,제 3병원,tvN,20,9C,44.6,31.6,2.0,6.0,0.0,0.0,4.572307692307692,15.82307692307693,0,"메디컬,로맨스",0.79,2012-09-05
173,별도 달도 따줄게,KBS1,129,22B,30.6,8.2,12.0,0.0,19.0,0.0,6.146666666666661,21.06611111111111,1,드라마,27.656666666666663,2012-05-07
174,신의,SBS,24,3C,16.4,13.2,16.0,2.0,26.0,3.0,8.59113924050633,19.31392405063291,0,사극,10.091666666666667,2012-08-13
175,아랑 사또전,MBC,20,9C,21.4,12.2,16.0,0.0,8.0,0.0,8.998461538461541,20.24153846153846,0,"판타지,로맨스",12.84,2012-08-15
176,천 번째 남자,MBC,8,10C,29.8,13.2,6.0,7.0,5.0,0.0,9.112280701754388,20.70701754385965,0,시트콤,4.6,2012-08-17
177,천사의 선택,MBC,140,22A,23.0,12.0,8.0,0.0,5.0,0.0,6.141237113402059,20.680412371134025,1,드라마,14.070000000000002,2012-04-02
178,판다양과 고슴도치,채널A,16,24B,36.4,21.4,12.0,0.0,13.0,0.0,10.1,21.178431372549017,0,드라마,0.20625000000000002,2012-08-18
179,스탠바이,MBC,113,22B,22.2,7.4,13.0,0.0,11.0,1.0,6.444444444444441,21.355000000000008,1,시트콤,4.136666666666667,2012-04-09
180,아름다운 그대에게,SBS,16,9C,17.2,10.2,11.0,0.0,12.0,0.0,11.403921568627453,21.70588235294117,0,로맨스,5.15,2012-08-15
181,골든 타임,MBC,23,3C,22.2,22.4,12.0,0.0,3.0,0.0,10.793670886075946,24.469620253164553,1,메디컬,12.88695652173913,2012-07-09
182,맛있는 인생,SBS,39,24C,22.4,12.6,16.0,0.0,0.0,0.0,7.094630872483219,22.62214765100672,1,드라마,8.336666666666666,2012-04-28
183,응답하라 1997,tvN,16,2C,28.8,5.2,8.0,0.0,7.0,0.0,11.570175438596491,25.05438596491228,1,로맨스,4.199999999999999,2012-07-24
184,무신,MBC,56,24C,39.6,21.6,11.0,0.0,15.0,1.0,5.2371559633027545,17.13669724770643,1,사극,11.233333333333333,2012-02-11
185,넝쿨째 굴러온 당신,KBS2,58,24B,45.8,15.2,13.0,0.0,8.0,0.0,5.622222222222224,18.197474747474754,1,"가족,로맨스,코메디",35.173333333333325,2012-02-25
186,각시탈,KBS2,28,9C,22.0,13.2,10.0,0.0,12.0,0.0,8.090999999999998,24.47,1,"판타지,액션,사극",16.874999999999996,2012-05-30
187,내 인생의 단비,SBS,106,22A,18.6,3.2,8.0,0.0,8.0,0.0,6.171052631578949,21.138157894736842,1,드라마,8.856666666666666,2012-04-02
188,막돼먹은 영애씨 시즌10,tvN,20,5C,21.2,6.2,19.0,0.0,0.0,0.0,6.392198581560283,21.98439716312057,1,드라마,1.1526315789473685,2012-04-13
189,노란 복수초,tvN,108,12A,21.2,4.8,9.0,0.0,5.0,0.0,5.515591397849463,18.161827956989253,1,드라마,3.2866666666666675,2012-02-27
190,친애하는 당신에게,JTBC,16,9C,27.4,9.0,8.0,0.0,0.0,0.0,9.258823529411764,25.841176470588238,1,드라마,0.5625,2012-06-27
191,닥터 진,MBC,22,24C,18.2,16.0,13.0,0.0,9.0,3.0,5.134177215189873,24.13037974683544,1,"메디컬,판타지,사극",12.709090909090907,2012-05-26
192,신사의 품격,SBS,20,24C,23.8,27.6,10.0,0.0,13.0,2.0,5.134177215189873,24.13037974683544,1,"판타지,로맨스,코메디",19.27,2012-05-26
193,신의 퀴즈 시즌3,OCN,12,13C,32.8,23.6,1.0,7.0,11.0,1.0,4.778823529411764,23.823529411764707,1,수사물,1.3333333333333333,2012-05-20
194,로맨스가 필요해 2012,tvN,16,9C,17.6,12.0,23.0,0.0,13.0,0.0,6.550980392156862,25.43529411764706,1,"로맨스,코메디",0.6615384615384615,2012-06-20
195,유령,SBS,20,9C,16.2,15.2,12.0,0.0,9.0,1.0,5.115277777777777,24.27361111111111,1,"수사물,서스펜스",12.015,2012-05-30
196,빅,KBS2,16,3C,16.0,7.8,10.0,0.0,12.0,0.0,7.03921568627451,23.40196078431371,0,"판타지,로맨스,코메디",8.4875,2012-06-04
197,선녀가 필요해,KBS2,100,22B,25.4,17.4,5.0,0.0,2.0,2.0,4.1456375838926185,15.99395973154363,0,시트콤,4.0600000000000005,2012-02-27
198,아이두 아이두,MBC,16,9C,25.8,11.2,10.0,0.0,3.0,5.0,7.0627450980392155,22.739215686274505,0,로맨스,9.3125,2012-05-30
199,아이러브 이태리,tvN,16,3C,12.6,6.0,2.0,1.0,4.0,0.0,6.2666666666666675,22.525490196078426,0,로맨스,0.55,2012-05-28
200,추적자 THE CHASER,SBS,16,3C,34.8,17.4,18.0,0.0,8.0,0.0,6.2666666666666675,22.525490196078426,0,법정,13.656250000000002,2012-05-28
201,해피엔딩,JTBC,24,3C,32.8,17.4,20.0,0.0,4.0,0.0,4.370588235294118,20.522352941176475,0,가족,1.2916666666666667,2012-04-23
202,굿바이 마눌,채널A,20,3C,19.6,2.8,7.0,0.0,4.0,0.0,3.1076923076923078,20.938461538461546,0,로맨스,0.43499999999999994,2012-05-07
203,웰컴 투 힐링타운,TV조선,20,22B,19.2,17.0,3.0,1.0,0.0,0.0,5.9653846153846155,22.826923076923077,0,드라마,0.3,2012-06-11
204,수상한 가족,MBN,16,9C,36.4,8.0,25.0,0.0,0.0,0.0,1.1607843137254905,20.32352941176471,0,"가족,로맨스",0.35,2012-05-09
205,러브 어게인,JTBC,16,9C,31.0,7.8,14.0,1.0,0.0,0.0,1.5705882352941178,18.903921568627453,0,드라마,1.18125,2012-04-25
206,인현왕후의 남자,tvN,16,9C,22.0,4.0,11.0,1.0,12.0,0.0,2.5862745098039204,17.954901960784316,0,"타임슬립,로맨스",0.6875,2012-04-18
207,사랑비,KBS2,20,3C,22.4,21.6,21.0,1.0,17.0,0.0,2.903076923076923,14.793846153846152,0,로맨스,5.444999999999999,2012-03-26
208,더킹 투하츠,MBC,20,9C,16.8,19.2,8.0,3.0,10.0,1.0,3.2999999999999994,13.670769230769231,0,"로맨스,코메디",12.174999999999999,2012-03-21
209,옥탑방 왕세자,SBS,20,9C,20.6,9.4,11.0,0.0,15.0,1.0,3.2999999999999994,13.670769230769231,0,"로맨스,판타지",11.615000000000002,2012-03-21
210,적도의 남자,KBS2,20,9C,28.4,11.6,10.0,0.0,16.0,0.0,3.2999999999999994,13.670769230769231,0,"로맨스,서스펜스",12.41,2012-03-21
211,패션왕,SBS,20,3C,16.0,16.6,15.0,0.0,14.0,1.0,3.2953846153846147,13.169230769230767,0,로맨스,9.605,2012-03-19
212,바보엄마,SBS,20,24C,27.0,14.4,13.0,0.0,9.0,15.0,3.3430769230769224,12.818461538461538,0,드라마,11.235,2012-03-17
213,불후의 명작,채널A,20,24C,31.6,11.0,13.0,0.0,3.0,1.0,3.3430769230769224,12.818461538461538,0,드라마,0.6900000000000001,2012-03-17
214,신들의 만찬,MBC,32,24C,22.2,6.4,14.0,0.0,5.0,0.0,2.423364485981308,8.463551401869157,0,드라마,16.273333333333333,2012-02-04
215,히어로,OCN,9,13C,32.6,29.8,15.0,1.0,2.0,1.0,3.436842105263157,12.349122807017544,0,판타지,0.9777777777777779,2012-03-18
216,사랑도 돈이 되나요,MBN,20,24C,24.2,9.4,10.0,0.0,5.0,1.0,3.4846153846153847,10.044615384615383,0,드라마,0.65,2012-03-03
217,K-팝 최강 서바이벌,채널A,14,3C,14.0,8.2,0.0,0.0,11.0,0.0,4.325,11.034090909090908,0,드라마,0.29999999999999993,2012-03-19
218,아내의 자격,JTBC,16,9C,26.0,15.0,14.0,1.0,12.0,0.0,2.5156862745098043,7.643137254901961,0,로맨스,2.05625,2012-02-29
219,신드롬,JTBC,20,3C,24.2,15.2,7.0,1.0,2.0,0.0,2.0569230769230766,5.804615384615385,0,메디컬,1.19,2012-02-13
220,도롱뇽도사와 그림자 조작단,SBS,10,10C,21.8,36.2,5.0,0.0,0.0,0.0,1.5984375,2.203125,0,시트콤,5.09,2012-01-27
221,프로포즈 대작전,TV조선,16,9C,19.6,12.0,9.0,0.0,5.0,0.0,1.4078431372549018,3.2039215686274507,0,"판타지,로맨스",0.59375,2012-02-08
222,닥치고 꽃미남밴드,tvN,16,3C,12.2,5.4,3.0,9.0,2.0,0.0,0.9568627450980391,1.333333333333334,0,드라마,0.8562500000000001,2012-01-30
223,드림하이 2,KBS2,16,3C,15.4,3.0,22.0,0.0,1.0,0.0,0.9568627450980391,1.333333333333334,0,"로맨스,코메디",7.4750000000000005,2012-01-30
224,해를 품은 달,MBC,20,9C,15.6,4.8,6.0,0.0,12.0,0.0,0.7430555555555558,0.13472222222222247,0,"판타지,로맨스,사극",33.02,2012-01-04
225,샐러리맨 초한지,SBS,22,3C,32.0,22.0,16.0,0.0,9.0,0.0,0.752777777777778,-0.07777777777777728,0,코메디,14.981818181818182,2012-01-02
226,부탁해요 캡틴,SBS,20,9C,23.2,15.4,12.0,0.0,0.0,0.0,0.813846153846154,-0.16769230769230742,0,드라마,7.722222222222222,2012-01-04
227,난폭한 로맨스,KBS2,16,9C,36.2,19.4,8.0,0.0,9.0,9.0,0.4705882352941177,-1.3117647058823527,0,"로맨스,코메디",5.7125,2012-01-04
228,지운수대통,TV조선,20,24B,18.8,21.0,0.0,0.0,3.0,1.0,2.452307692307691,19.24615384615385,0,코메디,0.795,2012-04-21
229,뱀파이어 검사 시즌2,OCN,11,13C,29.6,37.6,2.0,7.0,6.0,1.0,3.959154929577464,14.339436619718313,0,수사물,2.2,2012-09-09
230,빛나는 로맨스,MBC,122,22B,12.4,5.0,4.0,0.0,5.0,0.0,1.7127777777777768,9.581666666666665,1,"가족,로맨스",11.686666666666667,2013-12-23
231,사랑은 노래를 타고,KBS1,151,22B,16.4,4.6,17.0,0.0,19.0,0.0,1.6809302325581397,7.6325581395348845,1,시트콤,29.226666666666667,2013-11-04
232,잘 키운 딸 하나,SBS,122,22B,28.4,7.2,8.0,0.0,8.0,0.0,1.532222222222222,7.295555555555555,1,막장,11.246666666666666,2013-12-02
233,감자별 2013QR3,tvN,120,12B,51.0,35.6,10.0,0.0,12.0,0.0,1.7523404255319146,7.922127659574471,1,시트콤,1.0,2013-09-23
234,기황후,MBC,51,3C,15.8,15.8,13.0,0.0,9.0,0.0,1.5043478260869563,5.53097826086957,1,사극,25.370000000000005,2013-10-28
235,내 손을 잡아,MBC,130,22A,18.8,4.0,9.0,0.0,4.0,0.0,1.359444444444444,5.537222222222227,1,막장,15.416666666666666,2013-10-07
236,사랑해서 남주나,MBC,50,24C,50.0,21.8,17.0,2.0,21.0,0.0,1.5260869565217383,6.028804347826091,1,로맨스,13.423333333333334,2013-09-28
237,세 번 결혼하는 여자,SBS,40,24C,17.8,11.4,12.0,0.0,34.0,0.0,1.3246478873239436,3.33450704225352,1,"가족,로맨스",13.866666666666667,2013-11-09
238,황금무지개,MBC,41,24C,25.6,8.2,10.0,0.0,14.0,0.0,1.2879194630872481,3.7483221476510082,1,막장,14.583333333333334,2013-11-02
239,열애,SBS,47,24C,31.0,10.6,12.0,0.0,5.0,0.0,1.4016949152542366,5.733333333333336,1,드라마,7.3933333333333335,2013-09-28
240,맏이,JTBC,54,24C,16.6,5.4,21.0,0.0,18.0,0.0,1.580978260869565,6.784239130434771,1,드라마,3.483333333333333,2013-09-14
241,"제왕의 딸, 수백향",MBC,108,22C,18.6,6.6,13.0,0.0,3.0,0.0,1.2927710843373488,5.404216867469881,1,"사극,로맨스",10.54,2013-09-30
242,식샤를 합시다,tvN,16,5C,23.8,4.0,19.0,0.0,17.0,0.0,0.9283018867924531,1.7386792452830189,1,코메디,1.2874999999999999,2013-11-28
243,별에서 온 그대,SBS,21,9C,18.4,8.2,8.0,1.0,8.0,0.0,0.5902777777777778,1.1305555555555555,1,로맨스,24.023809523809526,2013-12-18
244,미스코리아,MBC,20,9C,28.4,29.8,12.0,0.0,8.0,0.0,0.5957746478873239,1.0253521126760563,1,드라마,7.231578947368422,2013-12-18
245,푸른거탑 리턴즈,tvN,14,4C,18.0,4.2,9.0,0.0,0.0,0.0,0.7402173913043479,1.3228260869565216,1,시트콤,0.9071428571428571,2013-11-27
246,따뜻한 말 한마디,SBS,20,3C,31.8,13.2,12.0,0.0,7.0,0.0,0.6529411764705884,1.175294117647059,1,"드라마,로맨스",9.27,2013-12-02
247,왕가네 식구들,KBS2,50,24C,47.4,19.0,11.0,0.0,17.0,0.0,1.6899999999999997,8.44235294117646,1,"가족,막장",37.45333333333333,2013-08-31
248,총리와 나,KBS2,17,3C,22.2,13.0,7.0,0.0,8.0,0.0,0.6448275862068965,0.6689655172413793,0,로맨스,6.370588235294116,2013-12-09
249,두 여자의 방,SBS,119,22A,39.6,9.4,15.0,0.0,4.0,0.0,2.3807228915662657,12.686746987951802,0,드라마,13.713333333333335,2013-08-05
250,더 이상은 못 참아,JTBC,111,22B,40.8,25.0,12.0,0.0,0.0,0.0,2.5012658227848106,13.427215189873415,0,드라마,1.9400000000000002,2013-08-05
251,예쁜 남자,KBS2,16,9C,25.0,15.0,17.0,0.0,4.0,0.0,1.1686274509803922,1.9941176470588224,0,로맨스,4.33125,2013-11-20
252,TV소설 은희,KBS2,140,22A,23.8,15.0,3.0,0.0,6.0,0.0,3.7932989690721666,16.537113402061866,0,드라마,14.686666666666664,2013-06-24
253,루비반지,KBS2,93,22B,32.6,6.6,9.0,0.0,10.0,0.0,2.6608695652173924,12.457971014492747,0,드라마,18.14,2013-08-19
254,응답하라 1994,tvN,21,21C,31.0,21.0,8.0,0.0,7.0,0.0,1.097222222222222,6.041666666666668,0,"로맨스,코메디,가족",6.38,2013-10-18
255,네 이웃의 아내,JTBC,22,3C,32.6,22.0,13.0,1.0,0.0,0.0,1.172222222222222,6.844444444444445,0,드라마,2.3590909090909093,2013-10-14
256,오로라 공주,MBC,150,22B,34.4,14.4,2.0,0.0,0.0,0.0,4.170697674418608,18.363720930232567,0,드라마,18.160000000000004,2013-05-20
257,빠스껫 볼,tvN,18,3C,10.6,9.4,13.0,0.0,0.0,0.0,1.3017241379310343,6.791379310344828,0,드라마,0.5666666666666667,2013-10-21
258,메디컬 탑팀,MBC,20,9C,17.4,12.2,7.0,0.0,0.0,0.0,1.3569230769230767,8.99076923076923,0,메디컬,5.514999999999999,2013-10-09
259,상속자들,SBS,20,9C,16.0,6.8,6.0,0.0,8.0,0.0,1.3569230769230767,8.99076923076923,0,로맨스,16.654999999999998,2013-10-09
260,미래의 선택,KBS2,16,3C,22.2,5.4,8.0,0.0,2.0,0.0,1.2568627450980392,9.041176470588235,0,로맨스,6.15625,2013-10-14
261,못난이 주의보,SBS,133,22B,14.4,5.8,10.0,0.0,10.0,0.0,4.518556701030931,20.091752577319596,0,드라마,9.833333333333337,2013-05-20
262,수상한 가정부,SBS,20,3C,23.6,9.0,11.0,0.0,18.0,0.0,2.2030769230769227,12.961538461538462,0,"드라마,가족",9.015000000000002,2013-09-23
263,푸른거탑 제로,tvN,11,4C,15.2,20.2,12.0,0.0,3.0,0.0,2.6169014084507043,15.15633802816901,0,시트콤,0.9666666666666668,2013-09-11
264,막돼먹은 영애씨 시즌12,tvN,18,10C,30.2,10.0,17.0,0.0,0.0,0.0,3.6566666666666663,20.61750000000001,0,시트콤,1.45,2013-07-18
265,비밀,KBS2,16,9C,32.2,13.8,7.0,0.0,8.0,0.0,2.109803921568627,14.345098039215685,0,"로맨스,서스펜스",13.731250000000001,2013-09-25
266,지성이면 감천,KBS1,135,22B,28.2,11.0,4.0,0.0,0.0,0.0,4.690909090909095,21.629946524064177,0,드라마,25.886666666666674,2013-04-29
267,결혼의 여신,SBS,36,24C,24.8,6.4,12.0,0.0,8.0,0.0,5.285123966942151,22.942148760330596,0,"드라마,막장",10.489999999999998,2013-06-29
268,스캔들 : 매우 충격적이고 부도덕한 사건,MBC,36,24C,24.0,17.6,10.0,0.0,3.0,0.0,5.285123966942151,22.942148760330596,0,"드라마,서스펜스",15.85,2013-06-29
269,불의 여신 정이,MBC,32,3C,16.4,7.6,10.0,1.0,3.0,0.0,5.608771929824563,23.385087719298262,0,사극,9.390000000000002,2013-07-01
270,굿 닥터,KBS2,20,3C,23.6,13.8,10.0,0.0,0.0,0.0,4.583076923076922,23.467692307692314,0,"로맨스,메디컬",17.95,2013-08-05
271,그녀의 신화,JTBC,20,3C,21.8,6.0,7.0,0.0,2.0,0.0,4.583076923076922,23.467692307692314,0,드라마,1.6600000000000001,2013-08-05
272,잘났어 정말,MBC,108,22A,29.0,7.4,7.0,0.0,11.0,0.0,5.378289473684214,23.230921052631583,0,드라마,9.016666666666667,2013-05-06
273,주군의 태양,SBS,17,9C,22.2,15.6,1.0,0.0,1.0,0.0,4.291379310344827,23.651724137931037,0,"로맨스,코메디",17.188235294117646,2013-08-07
274,구암 허준,MBC,135,22C,27.0,15.4,6.0,0.0,0.0,0.0,4.517010309278353,19.95515463917526,0,사극,10.506666666666666,2013-03-18
275,투윅스,MBC,16,9C,24.8,7.4,17.0,0.0,0.0,0.0,4.113725490196078,24.321568627450983,0,드라마,9.475,2013-08-07
276,금 나와라 뚝딱!,MBC,50,22C,23.2,6.2,16.0,0.0,22.0,0.0,4.995294117647061,21.326470588235296,0,드라마,18.493333333333332,2013-04-06
277,원더풀 마마,SBS,48,24C,29.8,11.2,8.0,0.0,13.0,0.0,5.042331288343561,21.936196319018407,0,드라마,7.313333333333334,2013-04-13
278,미친 사랑,tvN,100,12C,22.8,4.6,13.0,1.0,17.0,0.0,5.03865030674847,21.46871165644172,0,드라마,0.8,2013-04-08
279,황금의 제국,SBS,24,3C,29.6,17.4,20.0,0.0,0.0,0.0,6.887341772151899,25.64556962025318,0,가족,10.316666666666665,2013-07-01
280,후아유,tvN,16,3C,30.2,8.2,8.0,0.0,2.0,0.0,5.2627450980392165,25.335294117647063,0,드라마,1.1666666666666667,2013-07-29
281,궁중잔혹사 - 꽃들의 전쟁,JTBC,50,24C,34.4,13.6,2.0,0.0,0.0,0.0,4.588823529411768,20.159411764705883,0,드라마,2.36,2013-03-23
282,칼과 꽃,KBS2,20,9C,26.0,21.0,9.0,0.0,5.0,0.0,6.998461538461539,26.37076923076924,0,"로맨스,서스펜스,수사물",5.535,2013-07-03
283,환상거탑,tvN,8,4C,19.8,19.6,13.0,0.0,6.0,0.0,5.132,26.633999999999997,0,판타지,0.6199999999999999,2013-07-17
284,최고다 이순신,KBS2,50,24B,24.4,12.8,0.0,0.0,14.0,0.0,4.666470588235296,18.889411764705883,0,가족,26.393333333333334,2013-03-09
285,일말의 순정,KBS2,125,22B,30.4,15.2,17.0,0.0,3.0,0.0,4.032022471910114,16.732584269662922,0,"드라마,시트콤",6.2733333333333325,2013-02-18
286,당신의 여자,SBS,120,22A,26.4,3.4,6.0,0.0,4.0,0.0,4.080722891566266,15.887951807228916,0,로맨스,11.663333333333334,2013-02-18
287,몬스타,tvN,12,10C,25.4,12.2,17.0,0.0,4.0,0.0,6.633333333333335,23.528205128205133,0,로맨스,0.9200000000000002,2013-05-17
288,가시꽃,JTBC,120,22B,16.2,6.2,11.0,0.0,0.0,0.0,3.8346368715083803,14.477094972067038,0,드라마,1.793333333333333,2013-02-04
289,너의 목소리가 들려,SBS,18,9C,34.4,12.6,14.0,0.0,8.0,0.0,7.012068965517243,24.800000000000004,0,"판타지,로맨스,법정",18.755555555555556,2013-06-05
290,여왕의 교실,MBC,16,9C,13.2,12.0,6.0,9.0,16.0,0.0,7.8647058823529425,25.16666666666667,0,드라마,7.94375,2013-06-12
291,무정도시,JTBC,20,3C,25.2,12.4,14.0,0.0,4.0,0.0,7.209230769230771,24.038461538461547,0,드라마,0.76,2013-05-27
292,상어,KBS2,20,3C,33.4,14.8,13.0,0.0,4.0,0.0,7.209230769230771,24.038461538461547,0,서스펜스,8.71,2013-05-27
293,연애조작단; 시라노,tvN,16,3C,24.6,12.6,23.0,0.0,3.0,0.0,7.627450980392158,23.300000000000004,0,드라마,0.5666666666666668,2013-05-27
294,푸른거탑,tvN,25,5C,19.8,6.6,2.0,6.0,3.0,0.0,3.3076923076923084,11.925443786982248,0,시트콤,1.236,2013-01-23
295,우와한 녀,tvN,12,5C,29.2,12.8,11.0,4.0,0.0,0.0,4.188461538461539,18.97948717948718,0,드라마,0.5666666666666668,2013-04-18
296,특수사건 전담반 TEN 2,OCN,12,13C,20.6,18.2,9.0,0.0,14.0,0.0,3.5410256410256418,18.27435897435897,0,드라마,1.7363636363636366,2013-04-14
297,천명 : 조선판 도망자 이야기,KBS2,20,9C,21.6,7.4,6.0,0.0,0.0,0.0,3.704615384615385,19.187692307692306,0,사극,9.120000000000001,2013-04-24
298,구가의 서,MBC,24,3C,20.4,16.6,7.0,0.0,5.0,0.0,3.3696202531645567,17.134177215189876,0,"판타지,로맨스,드라마",16.099999999999998,2013-04-08
299,"장옥정, 사랑에 살다",SBS,24,3C,21.0,9.4,0.0,0.0,4.0,0.0,3.3696202531645567,17.134177215189876,0,"사극,로맨스",9.291304347826088,2013-04-08
300,백년의 유산,MBC,50,24C,55.4,28.8,10.0,0.0,17.0,0.0,2.4905882352941178,9.175294117647057,0,"드라마,가족,로맨스",25.196666666666665,2013-01-05
301,출생의 비밀,SBS,18,24C,35.0,16.8,9.0,0.0,1.0,0.0,3.806896551724138,19.298275862068966,0,드라마,7.150000000000001,2013-04-27
302,TV소설 삼생이,KBS2,120,22A,17.4,9.4,12.0,0.0,9.0,0.0,2.5253012048192773,9.186746987951805,0,드라마,16.493333333333332,2013-01-07
303,남자가 사랑할 때,MBC,20,9C,30.4,13.0,22.0,0.0,4.0,0.0,3.1323076923076916,14.923076923076925,0,드라마,10.375,2013-04-03
304,내 연애의 모든 것,SBS,16,9C,14.8,25.0,0.0,0.0,0.0,0.0,3.6249999999999996,14.191071428571432,0,"로맨스,코메디",5.175000000000001,2013-04-04
305,직장의 신,KBS2,16,3C,26.8,26.6,8.0,0.0,1.0,0.0,2.4705882352941178,12.905882352941177,0,코메디,12.96875,2013-04-01
306,나인 : 아홉 번의 시간여행,tvN,20,3C,19.8,9.0,11.0,0.0,6.0,0.0,2.3261538461538454,10.443076923076926,0,"드라마,타임슬립",1.1,2013-03-11
307,세계의 끝,JTBC,12,13C,28.4,34.8,0.0,0.0,0.0,0.0,2.2333333333333325,9.550980392156866,0,드라마,0.4333333333333333,2013-03-16
308,더 바이러스,OCN,10,10C,33.6,19.6,14.0,1.0,0.0,0.0,2.140624999999999,8.565625,0,드라마,0.65,2013-03-01
309,돈의 화신,SBS,24,24C,29.2,8.0,0.0,0.0,0.0,0.0,1.5075949367088604,5.187341772151899,0,"코메디,수사물",13.670833333333334,2013-02-02
310,아이리스 2,KBS2,20,9C,24.6,16.2,16.0,0.0,9.0,0.0,1.4676923076923072,6.230769230769231,0,"서스펜스,액션",10.329999999999998,2013-02-13
311,"그 겨울, 바람이 분다",SBS,16,9C,24.2,10.2,16.0,1.0,6.0,0.0,1.3179999999999998,5.19,0,"가족,로맨스",14.128571428571432,2013-02-13
312,야왕,SBS,24,3C,30.2,18.6,0.0,0.0,0.0,0.0,1.7341772151898742,3.00506329113924,0,"로맨스,막장",16.241666666666667,2013-01-14
313,7급 공무원,MBC,20,9C,32.0,14.2,8.0,0.0,8.0,0.0,1.709230769230769,3.083076923076923,0,"수사물,액션,로맨스,드라마",11.375,2013-01-23
314,광고천재 이태백,KBS2,16,3C,18.2,19.8,9.0,1.0,22.0,0.0,1.4588235294117646,3.350980392156863,0,드라마,4.1312500000000005,2013-02-04
315,이웃집 꽃미남,tvN,16,3C,23.8,6.4,15.0,0.0,0.0,0.0,1.4941176470588236,-0.4176470588235292,0,드라마,1.2133333333333334,2013-01-07
316,달려라 장미,SBS,123,22B,23.8,7.0,10.0,0.0,5.0,0.0,1.6826589595375718,7.706358381502891,0,드라마,11.419999999999998,2014-12-15
317,압구정 백야,MBC,149,22C,47.0,15.8,8.0,0.0,0.0,0.0,2.0842342342342337,6.973873873873876,0,드라마,14.580000000000004,2014-10-06
318,폭풍의 여자,MBC,140,22A,33.0,7.2,4.0,0.0,0.0,0.0,1.7788659793814428,5.917010309278349,0,드라마,14.193333333333333,2014-11-03
319,당신만이 내사랑,KBS1,120,22C,31.2,8.0,11.0,0.0,8.0,0.0,1.8265060240963849,5.128313253012049,0,"가족,로맨스",28.58333333333333,2014-11-24
320,가족의 비밀,tvN,103,12A,28.2,8.4,9.0,0.0,2.0,0.0,1.7392473118279568,5.231182795698923,0,드라마,2.11,2014-10-27
321,장미빛 연인들,MBC,52,24C,28.8,17.2,12.0,1.0,7.0,0.0,1.7892655367231638,4.7983050847457624,0,"가족,로맨스",22.593333333333337,2014-10-18
322,달콤한 비밀,KBS2,102,22B,30.0,11.2,9.0,0.0,0.0,0.0,1.2888888888888888,3.2020833333333325,0,가족,18.693333333333328,2014-11-11
323,하녀들,JTBC,20,21C,19.2,12.4,8.0,0.0,0.0,0.0,0.9682242990654204,2.1523364485981307,0,사극,3.14,2014-12-12
324,선암여고 탐정단,JTBC,14,6C,14.4,9.0,25.0,1.0,2.0,2.0,1.0666666666666667,1.529032258064516,0,드라마,0.85,2014-12-16
325,전설의 마녀,MBC,40,24C,65.4,31.2,8.0,0.0,11.0,0.0,1.1918518518518524,3.2377777777777768,0,막장,27.043333333333337,2014-10-25
326,스웨덴 세탁소,MBC Drama,16,10B,22.8,7.8,12.0,2.0,0.0,0.0,1.1952830188679247,1.5622641509433959,0,"코메디,판타지",0.68,2014-11-21
327,TV소설 일편단심 민들레,KBS2,134,22A,18.6,6.4,12.0,0.0,6.0,0.0,2.250802139037433,8.36577540106952,1,가족,9.309999999999999,2014-08-25
328,펀치,SBS,19,3C,22.2,17.6,15.0,0.0,8.0,0.0,0.8230769230769228,0.37846153846153846,0,법정,10.5,2014-12-15
329,가족끼리 왜 이래,KBS2,53,24B,39.6,17.6,11.0,0.0,17.0,0.0,2.976086956521738,9.407065217391308,1,"가족,코메디",36.24999999999999,2014-08-16
330,힐러,KBS2,20,3C,23.2,11.8,17.0,0.0,26.0,3.0,0.6707692307692307,0.0723076923076923,0,"액션,로맨스",8.559999999999999,2014-12-08
331,왕의 얼굴,KBS2,23,9C,23.0,11.8,10.0,0.0,12.0,1.0,1.2367088607594938,1.332911392405064,0,사극,7.226086956521739,2014-11-19
332,일리 있는 사랑,tvN,20,3C,28.0,13.4,5.0,13.0,5.0,0.0,0.7861538461538461,-0.020000000000000136,0,로맨스,0.9149999999999998,2014-12-01
333,닥터 프로스트,OCN,10,13C,26.0,18.6,0.0,0.0,4.0,0.0,1.3577464788732396,1.0507042253521128,0,수사물,1.08,2014-11-23
334,피노키오,SBS,20,9C,21.0,7.0,24.0,0.0,11.0,0.0,1.3215384615384618,1.9738461538461545,0,"로맨스,수사물",10.625000000000004,2014-11-12
335,오만과 편견,MBC,21,3C,29.6,19.8,11.0,0.0,8.0,1.0,1.4708860759493674,3.794936708860756,0,"법정,로맨스",10.376190476190477,2014-10-27
336,미녀의 탄생,SBS,21,24C,24.4,6.6,14.0,0.0,8.0,1.0,1.2861111111111114,3.356944444444443,0,로맨스,7.276190476190475,2014-11-01
337,천국의 눈물,MBN,25,24B,26.0,8.8,6.0,0.0,5.0,0.0,2.3223529411764705,6.2376470588235335,0,드라마,2.2952380952380955,2014-10-11
